UUID,Name,Category,Conformity,Laenderkennung,Declaration owner,Registrierungsnummer,Bezugsgroesse,Bezugseinheit,Flaechengewicht (kg/m2),Rohdichte (kg/m3),Schichtdicke (m),Laengengewicht (kg/m),Stueckgewicht (kg),Umrechungsfaktor auf 1kg,biogener Kohlenstoffgehalt in kg,Modul,GWPtotal,GWPbiogenic,GWPfossil
7a8815b1-4b5d-44c8-ac1d-a14950f510d1,"Needled carpet tiles, yarn mixture of 80% polypropylene, 20% polyester and an NSF foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vebe Floorcoverings B.V.,EPD-VEB-20220242-CBB1-EN,1,qm,2952.0,,0.011,,,,,B2,0.4156,0.004159,0.2152
7a8815b1-4b5d-44c8-ac1d-a14950f510d1,"Needled carpet tiles, yarn mixture of 80% polypropylene, 20% polyester and an NSF foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vebe Floorcoverings B.V.,EPD-VEB-20220242-CBB1-EN,1,qm,2952.0,,0.011,,,,,C1,0.0,0.0,0.0
7a8815b1-4b5d-44c8-ac1d-a14950f510d1,"Needled carpet tiles, yarn mixture of 80% polypropylene, 20% polyester and an NSF foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vebe Floorcoverings B.V.,EPD-VEB-20220242-CBB1-EN,1,qm,2952.0,,0.011,,,,,C2,0.01002,0.0001273,0.009836
7a8815b1-4b5d-44c8-ac1d-a14950f510d1,"Needled carpet tiles, yarn mixture of 80% polypropylene, 20% polyester and an NSF foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vebe Floorcoverings B.V.,EPD-VEB-20220242-CBB1-EN,1,qm,2952.0,,0.011,,,,,C3,6.775,0.0003131,6.774
7a8815b1-4b5d-44c8-ac1d-a14950f510d1,"Needled carpet tiles, yarn mixture of 80% polypropylene, 20% polyester and an NSF foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vebe Floorcoverings B.V.,EPD-VEB-20220242-CBB1-EN,1,qm,2952.0,,0.011,,,,,C3,6.815,0.0007676,6.814
7a8815b1-4b5d-44c8-ac1d-a14950f510d1,"Needled carpet tiles, yarn mixture of 80% polypropylene, 20% polyester and an NSF foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vebe Floorcoverings B.V.,EPD-VEB-20220242-CBB1-EN,1,qm,2952.0,,0.011,,,,,C4,0.2071,0.0,0.207
3d32ee58-105b-4da8-8ba7-583a98dc79fb,"Steel structures, pallets and platform gratings + coating (optional)",'Metalle' / 'Stahl und Eisen' / 'Stahlbleche','DIN EN 15804+A2' / 'ISO 14025',PL,Mostostal Siedlce Limited liability company LP,EPD-MOS-20220213-CBA1-EN,1000,kg,,7.85,,,,,,A1,1737.0577,2.6628527,1733.3734
3d32ee58-105b-4da8-8ba7-583a98dc79fb,"Steel structures, pallets and platform gratings + coating (optional)",'Metalle' / 'Stahl und Eisen' / 'Stahlbleche','DIN EN 15804+A2' / 'ISO 14025',PL,Mostostal Siedlce Limited liability company LP,EPD-MOS-20220213-CBA1-EN,1000,kg,,7.85,,,,,,A2,197.26387,0.065310092,197.13533
3d32ee58-105b-4da8-8ba7-583a98dc79fb,"Steel structures, pallets and platform gratings + coating (optional)",'Metalle' / 'Stahl und Eisen' / 'Stahlbleche','DIN EN 15804+A2' / 'ISO 14025',PL,Mostostal Siedlce Limited liability company LP,EPD-MOS-20220213-CBA1-EN,1000,kg,,7.85,,,,,,A3,2097.4923,2.5529835,2089.8228
3d32ee58-105b-4da8-8ba7-583a98dc79fb,"Steel structures, pallets and platform gratings + coating (optional)",'Metalle' / 'Stahl und Eisen' / 'Stahlbleche','DIN EN 15804+A2' / 'ISO 14025',PL,Mostostal Siedlce Limited liability company LP,EPD-MOS-20220213-CBA1-EN,1000,kg,,7.85,,,,,,A4,97.189527,0.030000076,97.135301
3d32ee58-105b-4da8-8ba7-583a98dc79fb,"Steel structures, pallets and platform gratings + coating (optional)",'Metalle' / 'Stahl und Eisen' / 'Stahlbleche','DIN EN 15804+A2' / 'ISO 14025',PL,Mostostal Siedlce Limited liability company LP,EPD-MOS-20220213-CBA1-EN,1000,kg,,7.85,,,,,,C1,5.6234088,0.015544862,5.5982827
3d32ee58-105b-4da8-8ba7-583a98dc79fb,"Steel structures, pallets and platform gratings + coating (optional)",'Metalle' / 'Stahl und Eisen' / 'Stahlbleche','DIN EN 15804+A2' / 'ISO 14025',PL,Mostostal Siedlce Limited liability company LP,EPD-MOS-20220213-CBA1-EN,1000,kg,,7.85,,,,,,C2,31.869621,0.011017054,31.849562
3d32ee58-105b-4da8-8ba7-583a98dc79fb,"Steel structures, pallets and platform gratings + coating (optional)",'Metalle' / 'Stahl und Eisen' / 'Stahlbleche','DIN EN 15804+A2' / 'ISO 14025',PL,Mostostal Siedlce Limited liability company LP,EPD-MOS-20220213-CBA1-EN,1000,kg,,7.85,,,,,,C3,12.797046,0.019162235,12.770597
3d32ee58-105b-4da8-8ba7-583a98dc79fb,"Steel structures, pallets and platform gratings + coating (optional)",'Metalle' / 'Stahl und Eisen' / 'Stahlbleche','DIN EN 15804+A2' / 'ISO 14025',PL,Mostostal Siedlce Limited liability company LP,EPD-MOS-20220213-CBA1-EN,1000,kg,,7.85,,,,,,C4,123.32707,101.44638,21.876595
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,A1-A3,36.8320035867173,-0.343268080210978,37.1429652128602
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,A4,0.854914522589378,0.0004752481688024,0.85086212594669
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,A5,0.663177124881417,0.494670949535281,0.168494679392016
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,B6,0.110826986843622,0.0003676788450193,0.110299463418681
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,C1,0.0,0.0,0.0
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,C2,0.110577789607621,-0.0001875044137088,0.109876327363527
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,C2,0.0561756899323517,-9.52559265548e-05,0.0558193333288848
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,C3,0.929851527230035,0.223142667038262,0.70543013126944
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,C3,1.65333986520065,0.217225441245512,1.43602965253869
99436649-2149-4ea2-a8dd-22699be38444,Texlon®-System,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',DE,Vector Foiltec GmbH,EPD-DVN-20210122-IBJ2-DE,1,qm,,,,,,5.13,,C4,0.0,0.0,0.0
c7a23482-c7ee-4b2f-b807-6c34bbea495b,BauderTHERMOPLAN,'Kunststoffe' / 'Dachbahnen' / 'TPO-Dachbahnen (FPO)','DIN EN 15804+A2' / 'ISO 14025',DE,Paul Bauder GmbH & Co. KG,EPD-BAU-20220195-IBC1-DE,1,qm,2.2,,0.00174,,,,,A1-A3,3.32,-0.0229,3.34
c7a23482-c7ee-4b2f-b807-6c34bbea495b,BauderTHERMOPLAN,'Kunststoffe' / 'Dachbahnen' / 'TPO-Dachbahnen (FPO)','DIN EN 15804+A2' / 'ISO 14025',DE,Paul Bauder GmbH & Co. KG,EPD-BAU-20220195-IBC1-DE,1,qm,2.2,,0.00174,,,,,A4,0.0616,4.04e-07,0.0612
c7a23482-c7ee-4b2f-b807-6c34bbea495b,BauderTHERMOPLAN,'Kunststoffe' / 'Dachbahnen' / 'TPO-Dachbahnen (FPO)','DIN EN 15804+A2' / 'ISO 14025',DE,Paul Bauder GmbH & Co. KG,EPD-BAU-20220195-IBC1-DE,1,qm,2.2,,0.00174,,,,,A5,0.393,0.0229,0.37
c7a23482-c7ee-4b2f-b807-6c34bbea495b,BauderTHERMOPLAN,'Kunststoffe' / 'Dachbahnen' / 'TPO-Dachbahnen (FPO)','DIN EN 15804+A2' / 'ISO 14025',DE,Paul Bauder GmbH & Co. KG,EPD-BAU-20220195-IBC1-DE,1,qm,2.2,,0.00174,,,,,C1,0.0214,-4.29e-08,0.0214
c7a23482-c7ee-4b2f-b807-6c34bbea495b,BauderTHERMOPLAN,'Kunststoffe' / 'Dachbahnen' / 'TPO-Dachbahnen (FPO)','DIN EN 15804+A2' / 'ISO 14025',DE,Paul Bauder GmbH & Co. KG,EPD-BAU-20220195-IBC1-DE,1,qm,2.2,,0.00174,,,,,C2,0.0327,0.0,0.0325
c7a23482-c7ee-4b2f-b807-6c34bbea495b,BauderTHERMOPLAN,'Kunststoffe' / 'Dachbahnen' / 'TPO-Dachbahnen (FPO)','DIN EN 15804+A2' / 'ISO 14025',DE,Paul Bauder GmbH & Co. KG,EPD-BAU-20220195-IBC1-DE,1,qm,2.2,,0.00174,,,,,C2,0.00993,0.0,0.00988
c7a23482-c7ee-4b2f-b807-6c34bbea495b,BauderTHERMOPLAN,'Kunststoffe' / 'Dachbahnen' / 'TPO-Dachbahnen (FPO)','DIN EN 15804+A2' / 'ISO 14025',DE,Paul Bauder GmbH & Co. KG,EPD-BAU-20220195-IBC1-DE,1,qm,2.2,,0.00174,,,,,C3,0.824,0.0,0.824
c7a23482-c7ee-4b2f-b807-6c34bbea495b,BauderTHERMOPLAN,'Kunststoffe' / 'Dachbahnen' / 'TPO-Dachbahnen (FPO)','DIN EN 15804+A2' / 'ISO 14025',DE,Paul Bauder GmbH & Co. KG,EPD-BAU-20220195-IBC1-DE,1,qm,2.2,,0.00174,,,,,C3,4.08,0.0,4.08
c7a23482-c7ee-4b2f-b807-6c34bbea495b,BauderTHERMOPLAN,'Kunststoffe' / 'Dachbahnen' / 'TPO-Dachbahnen (FPO)','DIN EN 15804+A2' / 'ISO 14025',DE,Paul Bauder GmbH & Co. KG,EPD-BAU-20220195-IBC1-DE,1,qm,2.2,,0.00174,,,,,C4,0.0,0.0,0.0
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,A1-A3,7.4,0.0253,7.37
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,A4,0.171,0.00218,0.168
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,A5,1.62,0.0205,1.6
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,B1,0.0,0.0,0.0
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,B2,0.385,0.00299,0.262
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,C1,0.0,0.0,0.0
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,C2,0.00949,0.000121,0.00932
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,C3,7.68,0.000611,7.68
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,C3,7.73,0.00104,7.73
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,,0.0085,,,,,C4,0.199,2.37e-08,0.199
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,A1-A3,16.89,0.06194,16.88
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,A4,0.1833,0.00233,0.1799
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,A5,2.224,0.02384,2.205
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,B1,0.0,0.0,0.0
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,B2,0.385,0.00299,0.262
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,C1,0.0,0.0,0.0
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,C2,0.01017,0.0001293,0.00999
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,C3,4.852,0.0005615,4.851
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,C3,4.903,0.001023,4.903
d73dbc99-3b99-4538-80e0-641675f4fa07,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC4",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220344-CBG1-EN,1,qm,3.0,,0.0101,,,,,C4,0.2127,2.544e-08,0.2127
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,A1-A3,5.619,-0.0501,5.66
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,A4,0.2028,0.002577,0.1991
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,A5,1.12073,0.17182,0.9524
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,B1,0.0,0.0,0.0
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,B2,0.4156,0.004159,0.2152
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,C1,0.0,0.0,0.0
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,C2,0.01138,0.0001446,0.01118
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,C3,4.342,0.0005998,4.341
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,C3,4.388,0.001116,4.387
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,,0.0075,,,,,C4,0.2378,0.0,0.2377
774fbe44-55b0-4a74-8cf8-1fe430ee9f70,"Tufted wall-to-wall carpet, polypropylene with a maximum total pile weight of 1275 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220312-CBA1-EN,1,qm,3505.0,,0.01,,,,,A1-A3,7.504,-0.02996,7.531
774fbe44-55b0-4a74-8cf8-1fe430ee9f70,"Tufted wall-to-wall carpet, polypropylene with a maximum total pile weight of 1275 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220312-CBA1-EN,1,qm,3505.0,,0.01,,,,,A4,0.2118,0.002691,0.2079
774fbe44-55b0-4a74-8cf8-1fe430ee9f70,"Tufted wall-to-wall carpet, polypropylene with a maximum total pile weight of 1275 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220312-CBA1-EN,1,qm,3505.0,,0.01,,,,,A5,1.32846,0.0775936,1.25049
774fbe44-55b0-4a74-8cf8-1fe430ee9f70,"Tufted wall-to-wall carpet, polypropylene with a maximum total pile weight of 1275 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220312-CBA1-EN,1,qm,3505.0,,0.01,,,,,B1,0.0,0.0,0.0
774fbe44-55b0-4a74-8cf8-1fe430ee9f70,"Tufted wall-to-wall carpet, polypropylene with a maximum total pile weight of 1275 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220312-CBA1-EN,1,qm,3505.0,,0.01,,,,,B2,0.4156,0.004159,0.2152
774fbe44-55b0-4a74-8cf8-1fe430ee9f70,"Tufted wall-to-wall carpet, polypropylene with a maximum total pile weight of 1275 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220312-CBA1-EN,1,qm,3505.0,,0.01,,,,,C1,0.0,0.0,0.0
774fbe44-55b0-4a74-8cf8-1fe430ee9f70,"Tufted wall-to-wall carpet, polypropylene with a maximum total pile weight of 1275 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220312-CBA1-EN,1,qm,3505.0,,0.01,,,,,C2,0.0119,0.0001512,0.01168
774fbe44-55b0-4a74-8cf8-1fe430ee9f70,"Tufted wall-to-wall carpet, polypropylene with a maximum total pile weight of 1275 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220312-CBA1-EN,1,qm,3505.0,,0.01,,,,,C3,5.773,0.0004105,5.772
