UUID,Name,Category,Conformity,Laenderkennung,Declaration owner,Registrierungsnummer,Bezugsgroesse,Bezugseinheit,Flaechengewicht (kg/m2),Rohdichte (kg/m3),Schichtdicke (m),Laengengewicht (kg/m),Stueckgewicht (kg),Umrechungsfaktor auf 1kg,biogener Kohlenstoffgehalt in kg,Modul,GWPtotal,GWPbiogenic,GWPfossil
c93da4c3-94c9-4c86-b092-610cf1cf012f,FOAMGLAS® T4+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200299-IBB1-EN,1,kg,,115.0,,,,,,A1-A3,1.43,-0.0562,1.49
c93da4c3-94c9-4c86-b092-610cf1cf012f,FOAMGLAS® T4+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200299-IBB1-EN,1,kg,,115.0,,,,,,A4,0.0296,0.00133,0.028
c93da4c3-94c9-4c86-b092-610cf1cf012f,FOAMGLAS® T4+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200299-IBB1-EN,1,kg,,115.0,,,,,,A5,0.1211,0.0788,0.0423
c93da4c3-94c9-4c86-b092-610cf1cf012f,FOAMGLAS® T4+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200299-IBB1-EN,1,kg,,115.0,,,,,,C1,0.000616,1.93e-06,0.00064
c93da4c3-94c9-4c86-b092-610cf1cf012f,FOAMGLAS® T4+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200299-IBB1-EN,1,kg,,115.0,,,,,,C2,0.00235,0.000106,0.00223
c93da4c3-94c9-4c86-b092-610cf1cf012f,FOAMGLAS® T4+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200299-IBB1-EN,1,kg,,115.0,,,,,,C3,0.0,0.0,0.0
c93da4c3-94c9-4c86-b092-610cf1cf012f,FOAMGLAS® T4+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200299-IBB1-EN,1,kg,,115.0,,,,,,C3,0.00241,2.11e-05,0.00239
c93da4c3-94c9-4c86-b092-610cf1cf012f,FOAMGLAS® T4+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200299-IBB1-EN,1,kg,,115.0,,,,,,C4,0.0153,4.86e-05,0.0152
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,FOAMGLAS® T3+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200300-IBB1-EN,1,kg,,100.0,,,,,,A1-A3,1.4536,-0.0472,1.5
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,FOAMGLAS® T3+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200300-IBB1-EN,1,kg,,100.0,,,,,,A4,0.0296,0.00133,0.028
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,FOAMGLAS® T3+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200300-IBB1-EN,1,kg,,100.0,,,,,,A5,0.123,0.0653,0.0579
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,FOAMGLAS® T3+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200300-IBB1-EN,1,kg,,100.0,,,,,,C1,0.000647,1.93e-06,0.00064
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,FOAMGLAS® T3+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200300-IBB1-EN,1,kg,,100.0,,,,,,C2,0.00235,0.000106,0.00223
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,FOAMGLAS® T3+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200300-IBB1-EN,1,kg,,100.0,,,,,,C3,0.0,0.0,0.0
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,FOAMGLAS® T3+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200300-IBB1-EN,1,kg,,100.0,,,,,,C3,0.00195,1.7e-05,0.00193
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,FOAMGLAS® T3+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200300-IBB1-EN,1,kg,,100.0,,,,,,C4,0.01529,4.86e-05,0.0152
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,FOAMGLAS® F,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200301-IBA1-EN,1,kg,,165.0,,,,,,A1-A3,1.45,-0.0445,1.49
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,FOAMGLAS® F,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200301-IBA1-EN,1,kg,,165.0,,,,,,A4,0.0291,0.00132,0.0276
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,FOAMGLAS® F,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200301-IBA1-EN,1,kg,,165.0,,,,,,A5,0.0899,0.0645,0.0254
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,FOAMGLAS® F,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200301-IBA1-EN,1,kg,,165.0,,,,,,C1,0.000647,1.93e-06,0.00064
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,FOAMGLAS® F,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200301-IBA1-EN,1,kg,,165.0,,,,,,C2,0.00235,0.000106,0.00223
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,FOAMGLAS® F,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200301-IBA1-EN,1,kg,,165.0,,,,,,C3,0.0,0.0,0.0
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,FOAMGLAS® F,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200301-IBA1-EN,1,kg,,165.0,,,,,,C3,0.002738,2.38e-05,0.00271
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,FOAMGLAS® F,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200301-IBA1-EN,1,kg,,165.0,,,,,,C4,0.0152923,4.86e-05,0.0152
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,FOAMGLAS® S3,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200302-IBA1-EN,1,kg,,130.0,,,,,,A1-A3,1.438,-0.0631,1.5
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,FOAMGLAS® S3,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200302-IBA1-EN,1,kg,,130.0,,,,,,A4,0.0297,0.00134,0.0281
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,FOAMGLAS® S3,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200302-IBA1-EN,1,kg,,130.0,,,,,,A5,0.1236,0.0887,0.0349
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,FOAMGLAS® S3,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200302-IBA1-EN,1,kg,,130.0,,,,,,C1,0.00065,1.93e-06,0.00064
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,FOAMGLAS® S3,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200302-IBA1-EN,1,kg,,130.0,,,,,,C2,0.00236,0.000106,0.00223
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,FOAMGLAS® S3,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200302-IBA1-EN,1,kg,,130.0,,,,,,C3,0.0,0.0,0.0
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,FOAMGLAS® S3,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200302-IBA1-EN,1,kg,,130.0,,,,,,C3,0.00274,2.38e-05,0.00271
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,FOAMGLAS® S3,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200302-IBA1-EN,1,kg,,130.0,,,,,,C4,0.0153,4.86e-05,0.0152
b946d5e8-dd2f-42b2-a6cf-bbf4fd318c6d,ArmaFlex Ultima insulation for industrial and building installation,'Dämmstoffe' / 'Kautschuk' / 'Schaum','DIN EN 15804+A2' / 'ISO 14025',RER,Armacell GmbH,EPD-ARM-20200218-IBB1-EN,1,m3,,57.5,,,,0.017,,A1-A3,231.0,-33.3,264.0
b946d5e8-dd2f-42b2-a6cf-bbf4fd318c6d,ArmaFlex Ultima insulation for industrial and building installation,'Dämmstoffe' / 'Kautschuk' / 'Schaum','DIN EN 15804+A2' / 'ISO 14025',RER,Armacell GmbH,EPD-ARM-20200218-IBB1-EN,1,m3,,57.5,,,,0.017,,A4,3.7,-0.00636,3.68
b946d5e8-dd2f-42b2-a6cf-bbf4fd318c6d,ArmaFlex Ultima insulation for industrial and building installation,'Dämmstoffe' / 'Kautschuk' / 'Schaum','DIN EN 15804+A2' / 'ISO 14025',RER,Armacell GmbH,EPD-ARM-20200218-IBB1-EN,1,m3,,57.5,,,,0.017,,A5,40.0,35.0,5.02
b946d5e8-dd2f-42b2-a6cf-bbf4fd318c6d,ArmaFlex Ultima insulation for industrial and building installation,'Dämmstoffe' / 'Kautschuk' / 'Schaum','DIN EN 15804+A2' / 'ISO 14025',RER,Armacell GmbH,EPD-ARM-20200218-IBB1-EN,1,m3,,57.5,,,,0.017,,C2,0.268,-0.000461,0.266
b946d5e8-dd2f-42b2-a6cf-bbf4fd318c6d,ArmaFlex Ultima insulation for industrial and building installation,'Dämmstoffe' / 'Kautschuk' / 'Schaum','DIN EN 15804+A2' / 'ISO 14025',RER,Armacell GmbH,EPD-ARM-20200218-IBB1-EN,1,m3,,57.5,,,,0.017,,C3,149.0,-0.0652,149.0
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,A1-A3,17.3346101262453,-5.19660188180368,22.524246925468
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,A4,0.611748864425236,-0.0010202819234492,0.607849670496993
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,A5,4.17296107361885,1.35302165860935,2.81879961833427
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,B1,0.0,0.0,0.0
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,B2,0.0,0.0,0.0
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,B6,0.0,0.0,0.0
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,B7,0.0,0.0,0.0
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,C1,0.0303360967498678,0.0001006428247582,0.030191700496639
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,C2,0.0999707260372521,-0.0001667323481601,0.099333527881874
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,C3,1.46551436280334,0.0048619803138303,1.45853868677004
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,C3,0.0,0.0,0.0
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,C4,0.0,0.0,0.0
1f7d7833-7309-4387-9609-8be234332f68,Duripanel A2,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200284-IBC1-EN,1,qm,26.1,1373.0,0.019,,,26.1,,C4,10.2081402592052,8.88293981538252,1.32399390804067
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,A1-A3,8.9666,-9.343128,18.2561
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,A4,0.533,-0.000889,0.53
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,A5,3.04,0.688,2.35
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,B1,0.0,0.0,0.0
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,B2,0.0,0.0,0.0
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,B6,0.0,0.0,0.0
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,B7,0.0,0.0,0.0
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,C1,0.0303,0.000101,0.0302
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,C2,0.0871,-0.000145,0.0866
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,C3,1.28,0.00424,1.27
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,C3,0.0,0.0,0.0
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,C4,0.0,0.0,0.0
9591148a-69d2-4824-9935-f258913f531e,Duripanel B1,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-ETE-20200285-IBC1-EN,1,qm,22.7,1263.0,0.018,,,22.7,,C4,8.9,7.74,1.15
5a580331-75c4-43c8-b732-19fc1cc8e97a,EGGER DHF,'Holz' / 'Holzwerkstoffe' / 'Holzfaserplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fritz EGGER GmbH & Co. OG,EPD-EGG-20200247-IBD1-DE,1,m3,,615.0,,,,,,A1-A3,-583.691306059584,-982.562764478588,398.328028558228
5a580331-75c4-43c8-b732-19fc1cc8e97a,EGGER DHF,'Holz' / 'Holzwerkstoffe' / 'Holzfaserplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fritz EGGER GmbH & Co. OG,EPD-EGG-20200247-IBD1-DE,1,m3,,615.0,,,,,,C1,0.0,0.0,0.0
5a580331-75c4-43c8-b732-19fc1cc8e97a,EGGER DHF,'Holz' / 'Holzwerkstoffe' / 'Holzfaserplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fritz EGGER GmbH & Co. OG,EPD-EGG-20200247-IBD1-DE,1,m3,,615.0,,,,,,C2,1.93069369361257,-0.0032021792352839,1.91845598358514
5a580331-75c4-43c8-b732-19fc1cc8e97a,EGGER DHF,'Holz' / 'Holzwerkstoffe' / 'Holzfaserplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fritz EGGER GmbH & Co. OG,EPD-EGG-20200247-IBD1-DE,1,m3,,615.0,,,,,,C3,998.33830184975,993.170692035142,5.16013365666023
5a580331-75c4-43c8-b732-19fc1cc8e97a,EGGER DHF,'Holz' / 'Holzwerkstoffe' / 'Holzfaserplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fritz EGGER GmbH & Co. OG,EPD-EGG-20200247-IBD1-DE,1,m3,,615.0,,,,,,C4,0.0,0.0,0.0
cc83a064-0e08-4822-a4c7-ec165e66ad45,Wolfin GWSK,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200175-IBB1-DE,1,qm,2.7,1173.9,0.0023,,,2.7,,A1-A3,10.5143,-0.4289826,10.9231
cc83a064-0e08-4822-a4c7-ec165e66ad45,Wolfin GWSK,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200175-IBB1-DE,1,qm,2.7,1173.9,0.0023,,,2.7,,C1,0.0,0.0,0.0
cc83a064-0e08-4822-a4c7-ec165e66ad45,Wolfin GWSK,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200175-IBB1-DE,1,qm,2.7,1173.9,0.0023,,,2.7,,C2,0.00637,2.55e-06,0.00634
cc83a064-0e08-4822-a4c7-ec165e66ad45,Wolfin GWSK,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200175-IBB1-DE,1,qm,2.7,1173.9,0.0023,,,2.7,,C3,6.93,-0.00303,6.93
cc83a064-0e08-4822-a4c7-ec165e66ad45,Wolfin GWSK,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200175-IBB1-DE,1,qm,2.7,1173.9,0.0023,,,2.7,,C4,0.0,0.0,0.0
285de5b0-358c-48f6-adaa-c1b07b3fa1cb,Tectofin RG,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200176-IBB1-DE,1,qm,1.9,1266.7,0.0015,,,1.9,,A1-A3,8.2907,-0.2521869,8.5285
285de5b0-358c-48f6-adaa-c1b07b3fa1cb,Tectofin RG,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200176-IBB1-DE,1,qm,1.9,1266.7,0.0015,,,1.9,,C1,0.0,0.0,0.0
285de5b0-358c-48f6-adaa-c1b07b3fa1cb,Tectofin RG,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200176-IBB1-DE,1,qm,1.9,1266.7,0.0015,,,1.9,,C2,0.00453,1.82e-06,0.00451
285de5b0-358c-48f6-adaa-c1b07b3fa1cb,Tectofin RG,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200176-IBB1-DE,1,qm,1.9,1266.7,0.0015,,,1.9,,C3,4.93,-0.00215,4.93
285de5b0-358c-48f6-adaa-c1b07b3fa1cb,Tectofin RG,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200176-IBB1-DE,1,qm,1.9,1266.7,0.0015,,,1.9,,C4,0.0,0.0,0.0
85c11207-15b5-40b6-9c04-59ecea9eb339,"Tectofin RV plus, Tectofin SK",'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200177-IBA1-DE,1,qm,2.4,2.4,0.0026,,,,,A1-A3,12.3963,-0.1939274,12.6061
85c11207-15b5-40b6-9c04-59ecea9eb339,"Tectofin RV plus, Tectofin SK",'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200177-IBA1-DE,1,qm,2.4,2.4,0.0026,,,,,C1,0.0,0.0,0.0
85c11207-15b5-40b6-9c04-59ecea9eb339,"Tectofin RV plus, Tectofin SK",'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200177-IBA1-DE,1,qm,2.4,2.4,0.0026,,,,,C2,0.00573,2.29e-06,0.0057
85c11207-15b5-40b6-9c04-59ecea9eb339,"Tectofin RV plus, Tectofin SK",'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200177-IBA1-DE,1,qm,2.4,2.4,0.0026,,,,,C3,6.23,-0.00272,6.23
85c11207-15b5-40b6-9c04-59ecea9eb339,"Tectofin RV plus, Tectofin SK",'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200177-IBA1-DE,1,qm,2.4,2.4,0.0026,,,,,C4,0.0,0.0,0.0
689a375c-778e-40eb-bf9e-6448fefa6e94,Cosmofin/Monarplan,'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen','DIN EN 15804+A2' / 'ISO 14025',RER,BMI Technical Services GmbH,EPD-BMI-20200173-IBB1-DE,1,qm,1.9,1266.7,0.0015,,,1.9,,A1-A3,5.1184,-0.198661,5.313
