UUID,Name,Category,Standard Conformity,Country Code,Declaration owner,Register Number,Reference Quantity,Reference,Area Weight (kg/m2),Density (kg/m3)
85c48e5f-299c-463b-9aaf-da332a29dfe0,5.3.01. Plastic-modified bitumen thick coating,'Beschichtungen' / 'Bituminöse Anstriche' / 'Bitumenbeschichtungen','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
5db23634-51e2-425f-818f-643df5714b22,StoColor Lotusan®,'Beschichtungen' / 'Fassadenfarben' / 'Dispersion','EN 15804+A2 (EF 3.0)' / 'ISO 14025',EU-27,Sto SE & Co. KGaA,EPD-Kiwa-EE-000417-EN,1,kg,,1500.0
8c5e949d-1b5e-4dc6-b6ae-bfc8e6c863ce,"Applicationpaint emulsion, dispersion paint",'Beschichtungen' / 'Fassadenfarben' / 'Dispersion','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
20043853-b153-484a-80c4-dd1bf1cb76e3,"Application coating, silicate dispersion paint",'Beschichtungen' / 'Fassadenfarben' / 'Silikat-Dispersion','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
b974b2f9-967e-4356-80ae-d7feeb4f0d46,Application coating silicone paint,'Beschichtungen' / 'Fassadenfarben' / 'Silikonharz','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
3f46d1db-b18a-47e1-840d-e2f73c7a9bd6,Dr. Schutz® PU Sealer,'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2' / 'ISO 14025',DE,Dr. Schutz GmbH,EPD-Dr. Schutz-281-EN,1,qm,0.1,
44eada3f-2004-48b9-8152-22cd045bc3cf,5.1.01. Dispersion plaster,'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
56251b2e-c726-476f-9eb2-4b4d8222c9cf,"Waterproof, flexible protective layer under ceramic coverings",'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
702f85d0-cf94-4ed5-a968-7ba106bb14e1,Dr. Schutz® UV PU Sealer,'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2' / 'ISO 14025',DE,Dr. Schutz GmbH,EPD-Dr. Schutz-282-EN,1,qm,0.1,
849af6c4-050a-4119-9bb4-9dd64a7a86fc,"Application primer emulsion, dispersion paint",'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
872d0572-94df-4fba-bf44-1adb1b560425,Dr. Schutz® PU Resin Sealer,'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2' / 'ISO 14025',DE,Dr. Schutz GmbH,EPD-Dr. Schutz-304-EN,1,qm,0.1,
b1964649-fd26-49d3-9aca-464fe807f2b2,"Application primer emulsion, silicate dispersion paint",'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
ba652b29-707b-49e8-98ab-508c0ddd13ff,Dr. Schutz® PU Anticolor,'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2' / 'ISO 14025',DE,Dr. Schutz GmbH,EPD-Dr. Schutz-279-EN,1,qm,0.1,
c7de4362-de1c-4aac-a1a3-6adde996e142,Passive Purple,'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2' / 'ISO 14025',BJ,Intelligent Membranes Ltd.,EPD-IntelligentMembranes-249-EN,1,qm,0.7,
ef271096-b8dc-4e94-8353-50248c5d888a,Dr. Schutz® PU Color,'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2' / 'ISO 14025',DE,Dr. Schutz GmbH,EPD-Dr. Schutz-280-EN,1,qm,0.2,
1d9b43c1-d3ab-44e0-922c-a0137df792c9,"Dispersion-based products, group 2",'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-DBC-20220147-IBF1-EN,1,kg,,
6984ad83-e349-4403-8e07-0d95195bc1d0,Fabric Tape,'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe','DIN EN 15804+A2' / 'ISO 14025',RER,Uzin Utz SE,EPD-UZI-20230498-IBC1-EN,1,qm,0.348,
778ff18e-67fe-4aca-a44e-164de984271b,"Dispersion-based products, group 1",'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-DBC-20220146-IBF1-EN,1,kg,,
897ba41b-b3c7-4637-a873-836889576865,"Dispersion-based products, group 3",'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-DBC-20220148-IBF1-EN,1,kg,,
b9935c75-8f83-41f8-8185-7d00527240a5,"Dispersion-based products, group 4",'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-DBC-20220149-IBF1-EN,1,kg,,
e989ee85-bc83-4e8a-b878-8dda00635cc8,Skirting Tapes,'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe','DIN EN 15804+A2' / 'ISO 14025',RER,Uzin Utz SE,EPD-UZI-20230497-IBC2-EN,1,qm,0.462,
ee525479-d58b-4e87-b7ea-38d73e41807f,Film Tapes,'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe','DIN EN 15804+A2' / 'ISO 14025',RER,Uzin Utz SE,EPD-UZI-20230496-IBC1-EN,1,qm,0.277,
198223f3-acee-40be-93bb-0e7b365cacfc,Lime colour,'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,0.2,
b0b25f5c-0982-4f75-b75b-bb28f5807b64,"Application paint emulsion, interior, wear resistant",'Beschichtungen' / 'Innenbeschichtungen' / 'Innenfarben','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
00d981f2-2494-4bb1-bfe3-91b57fc141e4,Woven glass fibre wall covering,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vitrulan Textile Glass GmbH,EPD-VIT-20230430-CBC1-EN,1,qm,0.145,
105fd89e-fda6-49be-9cac-36128ae6447c,EGGER Laminate,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',DE,Fritz EGGER GmbH & Co. OG,EPD-EGG-20210049-IBC1-DE,1,qm,0.961,1373.0
1a8ebb43-2e63-4fb6-a659-37f84dc5613e,Nonwoven glass fibre wall covering,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vitrulan Textile Glass GmbH,EPD-VIT-20230429-CBC1-EN,1,qm,0.124,
2b88cf4c-c417-4a8a-bec2-8ef36767f4d3,Blowerproof® Liquid,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','EN 15804+A2' / 'ISO 14025',BE,HEVADEX Group,EPD-Hevadex-222-EN,1,qm,0.7,
379a32f5-ccdc-4d9c-ad49-bc5d906fd9cd,Omniguard 110NP,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','EN 15804+A2' / 'ISO 14025',BE,HEVADEX Group,EPD-Hevadex-202-EN,1,qm,0.6,
457c1f80-8ca9-451d-a552-36479fc8113c,HPL (Decorative High-Pressure Laminates),'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,ICDLI aisbl Headoffice,EPD-ICL-20220238-CBE1-EN,1,qm,1.08,1350.0
4b97b317-87d0-4b03-92cc-d38178f2d5e7,EGGER Laminate Micro,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',DE,Fritz EGGER GmbH & Co. OG,EPD-EGG-20210048-IBC1-DE,1,qm,0.238,1360.0
51fa051b-38fb-422f-96e2-b2ee6e6f9445,Wallcoverings on cellulose fibre base,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',GLO,IGI - The Global Wallcoverings Association,EPD-IGI-20230438-IBG1-EN,1,qm,0.146,
631208e7-40e1-466a-9fd0-1dd8f9311745,Vinyl wallcoverings on non-woven backing,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',GLO,IGI - The Global Wallcoverings Association,EPD-IGI-20230434-IBG1-EN,1,qm,0.223,
7fdb9884-3810-490d-91f2-6bb136588ec9,EGGER Laminate Flammex,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',DE,Fritz EGGER GmbH & Co. OG,EPD-EGG-20210050-IBC1-DE,1,qm,1.044,1491.4
87482767-02eb-4bf7-96fa-c61e6c4fe2cd,Wallcoverings on non-woven base,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',GLO,IGI - The Global Wallcoverings Association,EPD-IGI-20230435-IBG1-EN,1,qm,0.178,
c8940440-0aa0-44c4-9ce8-2701bc0c7456,Vinyl wallcoverings on cellulose fibre base,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',GLO,IGI - The Global Wallcoverings Association,EPD-IGI-20230437-IBG1-EN,1,qm,0.251,
e156c1e1-bd4c-4b09-9435-f14649651242,Vinyl wallcoverings on woven textile backing,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',GLO,IGI - The Global Wallcoverings Association,EPD-IGI-20230436-IBG1-EN,1,qm,0.512,
f872a0be-4a9e-4c77-8eef-915baffa6e48,HPL Compact Laminates,'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,ICDLI aisbl Headoffice,EPD-ICL-20220237-CBE1-EN,1,qm,10.8,1350.0
10c87a16-01f1-4948-9d52-45e364d28534,Application top coating water based (facade),'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Holzfassade','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
d0f21725-9c8e-41b7-9e38-83878b95930b,Application coating water based glaze (facade),'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Holzfassade','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
152ff22b-522e-400e-baee-812a9c6443d9,"Application primer water based (windows, white)",'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Holzfenster','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
b4a1a7a4-d5b2-4abe-85d8-88506b234a4d,"Application intermediate coating water based (windows, white)",'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Holzfenster','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
b98e2a9b-fc58-44a5-af19-149f560bee8d,"Application top-coating water based (windows, white)",'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Holzfenster','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
f635c16f-3323-4b90-9618-919e1bbb12b3,Intelligent Protect,'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Holzfenster','EN 15804+A2' / 'ISO 14025',BZ,Intelligent Membranes Ltd.,EPD-IntelligentMembranes-248-EN,1,qm,0.6,
1e432c19-e88e-41e4-a967-c8964d653ae2,Hybrid Powder Coating,'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Metall','DIN EN 15804+A2' / 'ISO 14025',RER,VdL - Verband der deutschen Lack- und Druckfarbenindustrie e.V.,EPD-VDL-20230164-IAG1-DE,1,kg,,1.45
37bca81b-c287-4685-a6ba-7b224e7cef02,"Water based lacquer, white",'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Metall','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
48d1a629-79cd-420b-bd06-3cdb04b2d0e8,Coating powder IGP-DURA@xal 4201,'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Metall','DIN EN 15804+A2' / 'ISO 14025',RER,IGP Pulvertechnik AG,EPD-IGP-20220253-IAC2-DE,1,kg,,1450.0
7a472800-1665-4ccd-aeca-70a9ce340a2b,Epoxy Powder Coating,'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Metall','DIN EN 15804+A2' / 'ISO 14025',RER,VdL - Verband der deutschen Lack- und Druckfarbenindustrie e.V.,EPD-VDL-20230165-IAG1-DE,1,kg,,1.45
7f340509-9f45-45bb-a34e-1b94d204107c,"Powder coating (outdoor use, white)",'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Metall','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
c307b6f8-af7a-44df-a093-1f8ba2a73fb9,"Solvent based lacquer, white",'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Metall','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
fa9ac293-db88-47a4-9f36-e4e3c7a43c73,"Coating powder IGP-DURA®face, series 58",'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Metall','DIN EN 15804+A2' / 'ISO 14025',RER,IGP Pulvertechnik AG,EPD-IGP-20220254-IAC1-DE,1,kg,,1450.0
4332d46b-434c-4dd4-9896-4f5d00fafdfb,eukula® strato nature 484,'Beschichtungen' / 'Lacke und Lasuren' / 'Parkettlack','EN 15804+A2' / 'ISO 14025',DE,Dr. Schutz GmbH,EPD-Dr. Schutz-283-EN,1,qm,0.2,
43d72a8a-3f3c-49ab-91fc-b4b9b409d987,Parquet top-coating transparent,'Beschichtungen' / 'Lacke und Lasuren' / 'Parkettlack','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
76331b58-1ec3-4dd2-a87c-3736e774ca07,"Parquet primer, water diluted",'Beschichtungen' / 'Lacke und Lasuren' / 'Parkettlack','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
83696aee-c834-4d37-a2a1-b8126b95ae96,Dr. Schutz® PU Wood Invisible,'Beschichtungen' / 'Lacke und Lasuren' / 'Parkettlack','EN 15804+A2' / 'ISO 14025',DE,Dr. Schutz GmbH,EPD-Dr. Schutz-305-EN,1,qm,0.2,
08200e30-b0b9-4a66-bf3d-e369ed234e72,"Products based on epoxy-resin, group 2",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-DBC-20220175-IBF1-EN,1,kg,,
3ad99306-7e2d-4f70-a86a-acb8c93a04ed,"Products based on epoxy-resin, group 3",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-DBC-20220176-IBF1-EN,1,kg,,
57e60724-96e8-4c62-9ccc-5d3be755ec1a,"Products based on epoxy-resin, group 4",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-DBC-20220177-IBF1-EN,1,kg,,
5916a356-69a8-457e-9b54-1232d6af5da9,"Reactive resin based on epoxy resin, filled",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
87cc61ae-d50d-4d5f-8daa-d62e1e118427,"Products based on epoxy-resin, group 5",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-DBC-20220178-IBF1-EN,1,kg,,
a8955021-e75e-4a98-9ed5-e3c0ad719588,HIT-RE 500 V3,'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis','DIN EN 15804+A2' / 'ISO 14025',DE,Hilti Aktiengesellschaft,EPD-HIL-20230519-IBA1-EN,1,kg,,1420.0
ec688cc6-1713-47eb-af5d-e53dbe44cf1d,HIT-RE 500 V4,'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis','DIN EN 15804+A2' / 'ISO 14025',DE,Hilti Aktiengesellschaft,EPD-HIL-20220125-IBA3-EN,1,kg,,1420.0
374ca550-9556-4a9c-9de5-a9cb80b8b8f1,Reactive resin based on methacrylate resin,'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Methacrylatbasis','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
7065503d-9548-4d84-a9df-382878ef50a6,HUS4-MAX and KHC,'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Methacrylatbasis','DIN EN 15804+A2' / 'ISO 14025',DE,Hilti Aktiengesellschaft,EPD-HIL-20230140-IBA1-EN,1,kg,,1124.0
bc2e553e-cc8c-4fca-bff0-6d5323905ac8,HVU2,'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Methacrylatbasis','DIN EN 15804+A2' / 'ISO 14025',DE,Hilti Aktiengesellschaft,EPD-HIL-20220124-IBA1-EN,1,kg,,2950.0
c1ec7c2b-6d7f-4c7c-adb4-84f39df82ac7,HIT-HY 200-A V3,'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Methacrylatbasis','DIN EN 15804+A2' / 'ISO 14025',DE,Hilti Aktiengesellschaft,EPD-HIL-20230038-IBA1-EN,1,kg,,1830.0
c69b922e-f456-4d10-8cd9-4c86625b8030,HIT-MM PLUS,'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Methacrylatbasis','DIN EN 15804+A2' / 'ISO 14025',DE,Hilti Aktiengesellschaft,EPD-HIL-20230388-IBA4-EN,1,kg,,1710.0
cfb80dd8-35a3-403c-9d6a-1bb09d7ae759,HIT-CT 100,'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Methacrylatbasis','DIN EN 15804+A2' / 'ISO 14025',RER,Hilti Aktiengesellschaft,EPD-HIL-20230383-IBA6-EN,1,kg,,1845.0
2676fb36-11ba-495a-90bd-fa914d6e949f,Liquid plastics for waterproofing buildings based on silane-modified polymer,'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
6011d211-b566-4595-8936-504d7d14eb77,"Products based on polyurethane, group 6",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-FEI-20220110-IBG1-EN,1,kg,,
705cf225-acec-40c8-a07b-ed7410ff98dc,"Products based on polyurethane, group 5",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-FEI-20220109-IBG1-EN,1,kg,,
8daf0b36-3412-4b31-92f8-c8d90a7a340f,"Products based on polyurethane or silane-modified polymer, group 4",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-FEI-20220108-IBG1-EN,1,kg,,
af0c67ea-0db9-4e63-835e-a234aaf22914,"Products based on polyurethane or silane-modified polymer, group 1",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-FEI-20220021-IBG1-EN,1,kg,,
c0cc816f-451b-4d42-a3e2-20564f649878,"Products based on polyurethane or silane-modified polymer, group 3",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-FEI-20220107-IBG1-EN,1,kg,,
de2e3dc4-8687-4bf9-9cd1-c7ed51bfe3a2,"Products based on polyurethane or silane-modified polymer, group 2",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis','DIN EN 15804+A2' / 'ISO 14025',RER,FEICA - Association of the European Adhesive and Sealant Industry,EPD-FEI-20220106-IBG1-EN,1,kg,,
e23fcf3f-c4a6-4e45-a97b-e5db88aa5fa0,"5.8.02. Polyurethane-based reactive resin, aqueous, solvent-free",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
52d4092b-b220-4850-9179-4f11094da94e,"Cotton, conventional",'Dämmstoffe' / 'Baumwolle' / 'Baumwolle konventionell','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
2b12108a-b20d-4a46-8ec2-22d0d0a41c6d,"Cotton, organic",'Dämmstoffe' / 'Baumwolle' / 'Baumwolle ökologisch','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,
5d087386-ed6b-4786-b37b-87164384927b,Expanded perlite insulation boards for interior use,'Dämmstoffe' / 'Blähperlit' / 'Platten','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,140.0
129f826b-d300-47ca-b81f-69dd1372496b,PROMATECT®?H,'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat','DIN EN 15804+A2' / 'ISO 14025',CN,Etex Building Performance International,EPD-ETE-20230130-IBA2-EN,21.2,kg,,1058.0
2e9ece0e-96c6-45ba-b66e-d6d720fe4dcb,PROMATECT®-H RWS/HCM,'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat','DIN EN 15804+A2' / 'ISO 14025',CN,Etex Building Performance International,EPD-ETE-20230131-IBA2-EN,30.1,kg,,1095.0
303beed8-4b9d-4de2-aa97-bc4a77f635f7,WINDPANEL Standard and WINDPANEL Premium,'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat','DIN EN 15804+A2' / 'ISO 14025',CN,Etex Building Performance International,EPD-ETE-20230132-IBA5-EN,8.6,kg,,1078.0
60b31769-fae7-4d5d-ae00-ad5a6a39468a,"Promatect-MST®, Promatect-MT®, Promarine 450T®, Promarine 640T®, Supalux M1®, Vermiculux T®, Promatect-MLT®, Promasil® 1100 Super and Promasil® 1000L",'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat','DIN EN 15804+A2' / 'ISO 14025',RER,Etex Building Performance International,EPD-ETE-20230253-IBA2-EN,1,qm,36.58,750.0
96cd2531-1d74-4b36-b0f4-74caad8d085d,MASTERBOARD®,'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat','DIN EN 15804+A2' / 'ISO 14025',CN,Etex Building Performance International,EPD-ETE-20230128-IBA2-EN,16.2,kg,,1078.0
a03ff232-bddf-44ca-b05a-dcc4f8841bb1,SUPALUX®,'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat','DIN EN 15804+A2' / 'ISO 14025',CN,Etex Building Performance International,EPD-ETE-20230129-IBA2-EN,12.9,kg,,1073.0
ad750582-1987-46da-ac51-b309afa38169,Microporous calcium silicate thermal insulation,'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat','DIN EN 15804+A2' / 'ISO 14025',DE,Silca Service- und Vertriebsgesellschaft für Dämmstoffe mbH,EPD-CAL-20240411-IBC1-DE,1000,kg,,259.0
af3510f4-3c5d-45a4-8162-16df43aaca34,Calcium silicate board,'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,225.0
414d0e5b-7628-466c-89d3-56e107b60aa6,2.20.01. Aerated concrete mineral insulation board,'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Porenbeton','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,115.0
465df431-4227-44fe-a5bf-148106f5ad8e,Schöck Isokorb® (X)T Typ Q,'Dämmstoffe' / 'Dämmelemente' / 'Isokörbe','DIN EN 15804+A2' / 'ISO 14025',RER,Schöck Bauteile GmbH,EPD-SBG-20210313-IBC1-DE,1,pcs.,,
c5d07bee-d468-4468-bd69-93f019a4123b,HALFEN Iso-ElemenT HIT-HP/SP,'Dämmstoffe' / 'Dämmelemente' / 'Isokörbe','DIN EN 15804+A2' / 'ISO 14025',RER,Leviat GmbH,EPD-HAL-20230142-IBC1-EN,1,m,,
efb296ec-9a09-4344-99c7-faa3cc805541,2.25.01. Load-bearing thermal insulation elements,'Dämmstoffe' / 'Dämmelemente' / 'Tragende Wärmedämmelemente','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m,,
fdbe82c6-7073-4f8c-a540-c37a6bf16cd6,Expanded cork,'Dämmstoffe' / 'Expandierter Kork' / 'Expandierter Kork','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,80.0
1246d584-26c0-466c-b1a9-444a6ec911ef,Dalmatiner EPS Boards 032,'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS grau-weiß','DIN EN 15804+A2' / 'ISO 14025',DE,CAPAROL Farben Lacke Bautenschutz,EPD-CPL-20230411-CBC1-DE,1,m3,,14.5
29396128-5d81-454b-8e78-64e30345257b,SAGEX expanded polystyrene,'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS grau-weiß','DIN EN 15804+A2' / 'ISO 14025',CH,Sager AG,EPD-SAR-20230219-CBA1-DE,1,m3,,20.0
cbd992c2-218c-4066-94b2-169c39a26f47,Dalmatiner EPS Boards 034,'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS grau-weiß','DIN EN 15804+A2' / 'ISO 14025',DE,CAPAROL Farben Lacke Bautenschutz,EPD-CPL-20230412-CBC1-DE,1,m3,,14.5
30452630-b12d-43bf-b140-58e0db0ba549,"Expanded Polystyrene (EPS) Foam Insulation (grey, density 20 to 25 kg/m³)",'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS grau','DIN EN 15804+A2' / 'ISO 14025',DE,"Industrieverband Hartschaum e.V., IVH",EPD-IVH-20220128-CBG1-DE,1,m3,,20.94
