UUID,Name,Category,Standard Conformity,Country Code,Declaration owner,Register Number,Reference Quantity,Reference,Area Weight (kg/m2),Density (kg/m3)
78d81405-a108-455e-b339-2dbac96dcf56,BRESPA-Decke Typ A40V,'Komposite' / 'Systembauteile' / 'Decken','EN 15804+A2' / 'ISO 14025',DE,DW Systembau GmbH,EPD-Kiwa-EE-154142-EN,1,qm,527.43,
879756d8-15b1-44d7-a454-29c961b2eab7,BRESPA-Decke Typ A15B,'Komposite' / 'Systembauteile' / 'Decken','EN 15804+A2' / 'ISO 14025',DE,DW Systembau GmbH,EPD-Kiwa-EE-143155-EN,1,qm,263.23,
91d4ced9-8bf9-46e6-a2d2-7903d31d4176,BRESPA-Decke Typ A26Q,'Komposite' / 'Systembauteile' / 'Decken','EN 15804+A2' / 'ISO 14025',DE,DW Systembau GmbH,EPD-Kiwa-EE-158715-EN,1,qm,389.95,
9ef54bdd-092e-4ff2-8acc-999c0e895010,BRESPA-Decke Typ A22B,'Komposite' / 'Systembauteile' / 'Decken','EN 15804+A2' / 'ISO 14025',DE,DW Systembau GmbH,EPD-Kiwa-EE-158821-EN,1,qm,326.27,
d5c7232a-0171-45c3-b81a-856961713db8,"Ceiling system - HT Labor + Hospitaltechnik GmbH - Ceiling for wet room steel sheet, galvanized, powder-coated",'Komposite' / 'Systembauteile' / 'Decken','EN 15804+A2',DE,HT Labor + Hospitaltechnik GmbH,EPD-HSD-32.1,1,qm,8.0,
eaaa260d-fb03-4f31-b946-4e85e03c8341,ETFE-Membrane,'Komposite' / 'Systembauteile' / 'Decken','DIN EN 15804+A2' / 'ISO 14025',GLO,PFEIFER Seil- und Hebetechnik GmbH,EPD-PFE-20220207-IBC2-DE,1,qm,3.36,
f83d4ab5-b65c-4cf1-b586-0942215c08ba,AQUAPANEL® Cement Board Rooftop 6 mm,'Komposite' / 'Systembauteile' / 'Decken','DIN EN 15804+A2' / 'ISO 14025',DE,Knauf AQUAPANEL GmbH & Co. KG,EPD-USG-20210121-IBA1-DE,1,qm,9.5,1250.0
1e1700f2-ce12-47ea-bbb5-a5e144a9ac9a,Wall system - HT Labor + Hospitaltechnik GmbH - Tile wall panel with galvanized support panel,'Komposite' / 'Systembauteile' / 'Innenwände','EN 15804+A2',DE,HT Labor + Hospitaltechnik GmbH,EPD-HWP-32.1,1,qm,31.0,2880.48
3d4d8e16-a0cc-4bfd-b23e-c19e219ea837,PROMATECT®-100 / PROMATECT®-200 / PROMATECT®-250 / PROMAXON® Typ A,'Komposite' / 'Systembauteile' / 'Innenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-PMT-20210155-IBC1-EN,1,qm,12.8,854.0
4578476c-0056-4714-aad8-dec1bd05365f,Soft Cells Tracks 25mm (aluminium frame),'Komposite' / 'Systembauteile' / 'Innenwände','DIN EN 15804+A2' / 'ISO 14025',RER,Kvadrat Acoustics A/S,EPD-KVC-20230217-CBC1-EN,1,qm,3.11,
4e754af4-9517-4078-8a7c-75745e54846c,"Wall system - HT Labor + Hospitaltechnik GmbH - Steel sheet wall panel, galvanized, powder-coated",'Komposite' / 'Systembauteile' / 'Innenwände','EN 15804+A2',DE,HT Labor + Hospitaltechnik GmbH,EPD-HWP-32.1,1,qm,23.0,
53c6478d-357b-4933-947a-46e70babd100,PROMATECT®-L / PROMATECT®-L500 / PROMATECT®-AD / VERMICULUX-S,'Komposite' / 'Systembauteile' / 'Innenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-PMT-20210153-IBC1-EN,1,qm,14.7,490.0
5e74e642-e3e6-4d28-a726-870afb24060a,PURE Sonos,'Komposite' / 'Systembauteile' / 'Innenwände','DIN EN 15804+A2' / 'ISO 14025',US,dormakaba International Holding GmbH,EPD-DOR-20230256-CBA2-EN,1,pcs.,,
63337ca7-c023-4ec6-963e-2e2af96fdcc3,Fundermax m.look high pressure laminate panels,'Komposite' / 'Systembauteile' / 'Innenwände','DIN EN 15804+A2' / 'ISO 14025',AT,Fundermax GmbH,EPD-FMX-20210204-IBC1-DE,1,qm,13.0,1800.0
6aa4cf9f-49ec-420c-b0c0-e915d6fd1bc0,KSC Broadline,'Komposite' / 'Systembauteile' / 'Innenwände','DIN EN 15804+A2' / 'ISO 14025',RER,Kvadrat Acoustics A/S,EPD-KVC-20210256-IAC1-EN,1,qm,6.4,
a79b2299-3ddb-4472-89b0-1bde7975266e,"Wall system - HT Labor + Hospitaltechnik GmbH -Steel sheet wall panel, galvanized, coated with foil",'Komposite' / 'Systembauteile' / 'Innenwände','EN 15804+A2',DE,HT Labor + Hospitaltechnik GmbH,EPD-HWP-32.1,1,qm,23.0,3237.17
cda95e98-8877-4602-b8af-b46060d16efa,PROMATECT®-LS,'Komposite' / 'Systembauteile' / 'Innenwände','DIN EN 15804+A2' / 'ISO 14025',GLO,Etex Building Performance International,EPD-PMT-20210154-IBA1-EN,1,qm,17.6,502.0
eb57163d-38fb-4115-8445-1d75674e255d,Wall system - HT Labor + Hospitaltechnik GmbH - Glass wall panel with galvanized support panel,'Komposite' / 'Systembauteile' / 'Innenwände','EN 15804+A2',DE,HT Labor + Hospitaltechnik GmbH,EPD-HWP-32.1,1,qm,38.0,2946.18
ed953e63-eda2-49d1-986c-add4812836e4,Wall system - HT Labor + Hospitaltechnik GmbH - Stainless steel wall panel,'Komposite' / 'Systembauteile' / 'Innenwände','EN 15804+A2',DE,HT Labor + Hospitaltechnik GmbH,EPD-HWP-32.1,1,qm,23.0,3237.17
0076d763-304a-4d3c-8773-e767c8a56cf9,REGUPOL rolls and sheets,'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',DE,REGUPOL BSW GmbH,EPD-REG-20230194-IBC1-DE,1,qm,0.88,
2fbd1f22-2a0d-4dfb-bfa6-52a861d320f2,"6.2.02. Tufted carpet tiles (PA 6), LC3",'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,4.8,
6113aee0-3bdb-4b31-ab4c-4299aadef8b0,norament® 928 ed,'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,nora systems GmbH,EPD-NOR-2022004-IBA1-DE,1,qm,4.8,4.8
665ebd38-a8b0-4f78-b627-b351cfaa2ae3,Rubber floor covering with foam coating EN 1816 (4 mm),'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,3.82,
c40e2bef-8a2b-4d10-8a97-09a5c31f1610,noraplan® ed,'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,nora systems GmbH,EPD-NOR-2022008-IBA1-DE,1,qm,2.95,2.95
ca5488a4-2ad3-4c34-957e-c5577d0f18fb,noraplan® acoustic,'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,nora systems GmbH,EPD-NOR-2022007-IBA1-DE,1,qm,3.94,3.94
ef9fb0ef-36d3-480b-a8fe-83379dd36bbf,noraplan® ultra grip,'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,nora systems GmbH,EPD-NOR-2022005-IBA1-DE,1,qm,3.36,3.36
f5a8b0c6-0b46-4e1c-901b-643197c38ae2,"Rubber floor covering profiled EN 12199 (3,55 mm)",'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,4.82,
fcfbdffd-7b36-4a2c-ac89-6e99e5ea6670,noraplan® uni,'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,nora systems GmbH,EPD-NOR-2022006-IBA1-DE,1,qm,3.36,3.36
a7c7dd86-4cbe-487c-89f9-1bdd8ebdabec,Cork linoleum floor covering,'Kunststoffe' / 'Bodenbeläge' / 'Linoleum-Bodenbeläge','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,3.1,
ed391263-0e6d-43dd-ad3e-43607545f281,Linoleum,'Kunststoffe' / 'Bodenbeläge' / 'Linoleum-Bodenbeläge','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,3.0,
1ea38afe-ecbf-43b6-8112-40cd5d1e770b,"EcoWorx S? Carpet Tile with EcoSolution Q®, Solution Q®, or Solution Q Extreme® Face Fibre",'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Shaw Contract (Shaw Europe Ltd.),EPD-SHA-20230441-CBA1-EN,1,qm,2.718,
28dcb89f-be15-465a-8341-41d741d94d13,Gradus Carpet Tile with Nylon Face Fibre,'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gradus Ltd.,EPD-SHA-20230476-CBA3-EN,1,qm,3.896,
55655099-d117-4e13-b173-c173122c928f,"TaskWorx® Carpet Tile with EcoSolution Q®, Solution Q®, or Solution Q Extreme® Face Fibre",'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Shaw Contract (Shaw Europe Ltd.),EPD-SHA-20230443-CBA1-EN,1,qm,4.292,
5f4ef6e1-47eb-4d80-98fb-a198e02bb318,EcoWorx S? Carpet Tile with EcoSolution Q100? Face Fibre,'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Shaw Contract (Shaw Europe Ltd.),EPD-SHA-20230447-CBA1-EN,1,qm,2.718,
6eb06e28-c04b-4241-a065-2f11ec26f038,Micodur - Resilient Floor Covering,'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Li&Co AG,EPD-LIC-20230312-CCA1-EN,1,qm,12.94,
6ff74e15-81a3-4edd-84ae-2dcc503a8546,Vinyl design flooring with HDF core board,'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Parador GmbH,EPD-PAR-20230152-IBC1-DE,1,qm,8.716,950.0
7ee2591b-29a8-4e2e-9fdc-09f9ad2630e6,STS Carpet Tile with Nylon Face Fibre,'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,STS,EPD-SHA-20230445-CBA6-EN,1,qm,3.896,
ae0ccd6d-d452-4b95-a1ea-3ff5e02af2df,TaskWorx® Carpet Tile with Polyamide 6 (Aquafil) Face Fibre,'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Shaw Contract (Shaw Europe Ltd.),EPD-SHA-20230448-CBA1-EN,1,qm,3.901,
b6cd48fb-91b6-4982-8323-da8caca0f7d5,"ComfortWorx® Carpet Tile with EcoSolution Q®, Solution Q®, or Solution Q Extreme® Face Fibre",'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Shaw Contract (Shaw Europe Ltd.),EPD-SHA-20230442-CBA1-EN,1,qm,4.743,
3271e27b-6d0c-4cd3-bebe-fe3ed5778660,Design flooring Modular ONE Hydron,'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Parador GmbH,EPD-PAR-20210321-IBC1-DE,1,qm,7.129,
69810bd2-6ee2-4f3b-b51b-02baba5a920f,Luxury Vinyl Tiles (LVT),'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',GLO,"Unilin BV, division Flooring",EPD-UNI-20230479-IBC1-EN,1,qm,8.6,
96463adb-1b9c-4c63-92db-e477cf98738a,"Vinyl design flooring with SPC core board, vinyl for gluing, vinyl made of solid material",'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Parador GmbH,EPD-PAR-20230153-IBC1-DE,1,qm,7.733,1900.0
bf03c42c-70c4-4a4e-8880-7b49e168c5fd,Luxury Vinyl Tiles (LVT) FlexForm?/FlexForm? Sound,'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',GLO,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-MIL-20220313-CBA1-EN,1,qm,8.0,1600.0
fde18fdc-ca6b-41d3-9918-aab96177fc24,PVC floor covering,'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,3.3,
0613c7e3-79b9-476e-a8d7-a9e6accc3e5a,Tetile floor covering - Kugelgarn - Reval®,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Fabromont AG,EPD-FAB-20230276-CBC1-DE,1,qm,1.96,355.0
0ceeaf6a-34c8-4371-a4bb-15b1d0a45395,"Tufted tiles, 100% recycled polyamide 6 with a maximum total pile weight of 780 g/m2 , EcoFlex Echo backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,IVC group,EPD-IVC-20220245-CBB1-EN,1,qm,5.001,
0de7fe78-e95e-431f-bc72-bf04ee99b09b,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC1",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220350-CBG1-EN,1,qm,2.4,
0e432bd4-8bca-4fda-9013-55768aaa8239,"Continuously dyed tufted tiles, 100% rec PA 6, a CQuest Bio Sone backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Interface Europe Manufacturing BV,EPD-INT-20220227-CBB1-EN,1,qm,4356.0,507.0
1224e0a5-a794-4d26-b574-c11df4011cfa,"Tufted tiles, 75% rec. PA 6.6 with a maximum total pile weight of 1000 g/m2 , CQuest Bio Sone+ backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Interface Europe Manufacturing BV,EPD-INT-20220235-CBB1-EN,1,qm,4562.0,422.0
218b6cff-090c-418c-b96e-f2e9e9a79839,"Tufted tiles, Polyamid 6 with a maximum total pile weight of 592 g/m2 , a CQuest Bio heavy backing and a PET acoustic cover Sone",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Interface Europe Manufacturing BV,EPD-INT-20220228-CBB1-EN,1,qm,3936.0,474.0
25051eb9-043c-4920-a773-1fe9932cd81e,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220310-CBA1-EN,1,qm,3354.0,
2729203b-36fb-467c-af82-675eedb033c9,"Superfloor II, Needled tiles with a total pile weight of 521 g/m2 and a CQuest Bio backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Interface Europe Manufacturing BV,EPD-INT-20220230-CBB1-EN,1,qm,4045.0,586.0
2aca59c3-5947-43ca-af88-e6ae6366ce3f,Carpet floor covering (1400 g/m²),'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,1.4,
2c3e89e9-4965-4ad7-8afa-0977af8866cb,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220343-CBG1-EN,1,qm,2.8,
2cc49e5a-f0e0-4a1b-aa53-cf7caace7bbe,"Woven broadloom carpet, pile material solution-dyed polyamide 6.0 with a woven textile or a ""Silent Bac"" backing, both backings with recycled content,  maximum total pile weight 400 g/m²",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Fletco Carpets A/S,EPD-FLE-20230274-CBC1-EN,1,qm,2.144,540.0
2fbda489-3661-4743-82f4-06a1fe3a204e,"Tufted carpet tiles with 100% recycled PA6 pile material and bitumen-based heavy backing, LC1",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220082-CBG2-EN,1,qm,4.8,705.0
369fb614-190a-433d-99ff-6a8e8788a58b,"Woven carpet tiles, pile material solution-dyed polyamide 6.0 with a TEXtiles heavy backing with recycled content, maximum total pile weight 400 g/m²",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Fletco Carpets A/S,EPD-FLE-20230273-CBC1-EN,1,qm,3.1,690.0
38abc01d-fcc1-4ca1-b6ec-a1f80e7c8d36,"Tufted tiles, Polyamid 6 with a maximum total pile weight 720 g/m2, EcoFlex Statera backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,IVC group,EPD-IVC-20220243-CBB1-EN,1,qm,4495.0,
3a9576f5-ef71-467a-91e7-ea2879380b56,"Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing, LC5",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220349-CBG1-EN,1,qm,3.2,
42937bd5-4faa-4e57-be3a-5498af013689,Tufted wall-to-wall carpet with a pile material of PA 6 Econyl® with 100% recycled content and a felt backing of 120 g/m2 PET,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Halbmond Teppichwerke GmbH,EPD-HBM-20230146-CBC1-EN,1,qm,2.352,
46378e35-c7e4-46e8-a493-69ea1b445144,PILOTE 3D NRB - tufted carpet tiles,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Balsan Moquette,EPD-BAL-20220233-CCA1-EN,1,qm,3.835,479.0
483f46dd-2d04-4565-bceb-ba2fcc53c350,"Woven broadloom carpet, total pile material max. 800 g/m² PA 6.6, aqueous dyeing method",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Fletco Carpets A/S,EPD-FLE-20220317-CBC1-EN,1,qm,2.46,
521d6dd3-905f-436c-927d-f2c618553b23,INFINI COLORS - tufted carpet tiles,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Balsan Moquette,EPD-BAL-20220234-CCA1-EN,1,qm,4.345,639.0
54328d9a-87b1-4c6d-bb87-6b484f25aef2,Tufted wall-to-wall carpet with PP backing and a pile material of PA 6 Econyl® with 100% recycled content,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Halbmond Teppichwerke GmbH,EPD-HBM-20230147-CBC1-EN,1,qm,2352.0,
64414aa3-df38-4985-a395-62a49da8105e,MACRO MICRO HD / CARRE COUTURE - tufted carpet tiles,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Balsan Moquette,EPD-BAL-20220235-CCA1-EN,1,qm,5.21,537.0
67b83112-35c8-4b54-a1e9-073a9ac3c8f7,"Tufted wall-to-wall carpet, 95% recycled polyamide 6 with a maximum total pile weight of 1215 g/m2 and a textile backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220311-CBA1-EN,1,qm,3047.0,
67b90240-2d80-4fd5-a1d6-b3e6fc630a20,Tufted wall-to-wall carpet with a pile material of PA 6 Econyl® with 100% recycled content and a felt backing of 280 g/m2 PET,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Halbmond Teppichwerke GmbH,EPD-HBM-20230145-CBC1-EN,1,qm,2.57,
6f9d42e6-73d3-491f-b9ce-76f5d530aa7d,"Tufted tiles, Polyamid 6 with a maximum total pile weight of 720 g/m2, EcoFlex Echo backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,IVC group,EPD-IVC-20220244-CBB1-EN,1,qm,4721.0,
7533e18e-4571-4dba-b762-773f2b2172d1,SERENITE - tufted carpet,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Balsan Moquette,EPD-BAL-20220237-CCA1-EN,1,qm,2.11,248.0
774fbe44-55b0-4a74-8cf8-1fe430ee9f70,"Tufted wall-to-wall carpet, polypropylene with a maximum total pile weight of 1275 g/m2 and a foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,danfloor a/s,EPD-DAN-20220312-CBA1-EN,1,qm,3505.0,
7a5b7a61-c1da-44d7-9d25-0a9ce2c06088,"Superflor II, Needled tiles with a total pile weight of 521 g/m² and a CQuest Bio backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Interface Europe Manufacturing BV,EPD-INT-20220230-CBB3-EN,1,qm,4.045,586.0
7a8815b1-4b5d-44c8-ac1d-a14950f510d1,"Needled carpet tiles, yarn mixture of 80% polypropylene, 20% polyester and an NSF foam backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vebe Floorcoverings B.V.,EPD-VEB-20220242-CBB1-EN,1,qm,2952.0,
7f9dc714-0812-4b53-9096-f35f44ea145e,"Tufted tiles, 100% recycled Polyamid 6 with a maximum total pile weight of 1500 g/m2, a CQuest Bio Sone+ backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Interface Europe Manufacturing BV,EPD-INT-20220234-CBB2-EN,1,qm,4644.0,416.0
8a768ef9-ae0b-489c-a29e-b202c9940a3d,"Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220347-CBG1-EN,1,qm,2.8,
8a7fa8ca-ad3c-4565-94fd-1c3ad0442f63,TOP DESIGN 1100 ECO - tufted carpet,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Balsan Moquette,EPD-BAL-20220238-CCA1-EN,1,qm,2.13,284.0
9139f098-d691-43ee-a8fb-07722ecaf4e6,"Tufted wall-to-wall carpet with PA6 pile material and textile backing, LC1",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220341-CBG1-EN,1,qm,2.4,
918a7faa-06e9-41d3-b888-aacda03fd1b0,"Tufted tiles, polyamide 6 with a maximum total pile weight of 1300 g/m2, back2back or comfortback",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,modulyss,EPD-MOD-20220309-CBA1-EN,1,qm,5277.0,
99bb7192-61c6-42e9-8664-2df6a740e5ec,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC3",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220353-CBG1-EN,1,qm,2.8,
9c544573-8090-467c-a088-d84da129539d,"Woven carpet tiles, pile material PET, print design, maximum total pile weight 700 g/m², TEXtile backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Fletco Carpets A/S,EPD-FLE-20230272-CBC1-EN,1,qm,3.44,680.0
a085f6e6-7424-43f0-982e-ea531d918acf,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC2",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220352-CBG1-EN,1,qm,2.6,
a91d1195-1bd2-4957-b763-2a4b876eff22,"Needled carpet tiles, yarn mixture of 80% polypropylene, 20% polyester and a bitumen heavy backing",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Vebe Floorcoverings B.V.,EPD-VEB-20220241-CBB1-EN,1,qm,5065.0,
b464bc0d-20f9-4ad9-869c-25bd75df99cc,"Tufted carpet tiles, total pile material max. 1010 g/m² PA 6 with 100% recycled content, print design, Comfort Lite®/Plus® recycled cushion back",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Milliken Industrials Ltd.,EPD-MIL-20230039-CBA1-EN,1,qm,4.8,440.0
b6139a20-b574-405d-aaaf-5cb2797da697,"Tufted wall-to-wall carpet with 100% recycled PA6 pile material and textile backing, LC2",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220346-CBG1-EN,1,qm,2.6,
ba120150-d061-4cd6-9e58-70ff480f7ba5,"Tufted wall-to-wall carpet with PP pile material and textile backing, LC5",'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Gemeinschaft umweltfreundlicher Teppichboden (GUT) e.V.,EPD-GUT-20220351-CBG1-EN,1,qm,3.2,
