UUID,Name,Category,Conformity,Laenderkennung,Declaration owner,Registrierungsnummer,Bezugsgroesse,Bezugseinheit,Flaechengewicht (kg/m2),Rohdichte (kg/m3),Schichtdicke (m),Laengengewicht (kg/m),Stueckgewicht (kg),Umrechungsfaktor auf 1kg,biogener Kohlenstoffgehalt in kg,GWPtotal (A1),GWPtotal (A1-A3),GWPtotal (A2),GWPtotal (A3),GWPtotal (A4),GWPtotal (A5),GWPtotal (B1),GWPtotal (B2),GWPtotal (B3),GWPtotal (B4),GWPtotal (B5),GWPtotal (B6),GWPtotal (B7),GWPtotal (C1),GWPtotal (C2),GWPtotal (C3),GWPtotal (C4),GWPbiogenic,GWPfossil
19a88911-7f54-4dfa-8d4a-396fb1d78c49,Welded Mesh,'Metalle' / 'Stahl und Eisen' / 'Betonstahlmatten','EN 15804+A2' / 'ISO 14025',DE,RIVA Stahl GmbH,"EPD-KIWA-EE-000131-EN, EPD-RIVA-131-DE",1,kg,,7850.0,,,,,,0.0806,,0.0382,0.345,,,,,,,,,,0.0,0.00811,1.01e-06,0.000316,0.04058633494,0.855927
ad911be4-fabd-4ae1-8a81-a4dda81184f3,Welded and painted steel structures - beams and box beams,'Metalle' / 'Stahl und Eisen' / 'Stahlprofile','EN 15804+A2' / 'ISO 14025',RER,SIA MITAU STEEL,EPD-Kiwa-EE-000366-EN,1000,kg,,7850.0,,,,,,1920.0,,438.0,229.0,125.0,,,,,,,,,3.61,6.48,55.5,0.0528,26.063794,2797.2427
c72f24ff-9562-4527-8191-ed0bda3ebab0,Welded and painted steel structures - other steel structures,'Metalle' / 'Stahl und Eisen' / 'Stahlprofile','EN 15804+A2' / 'ISO 14025',RER,SIA MITAU STEEL,EPD-Kiwa-EE-000366-EN,1000,kg,,7850.0,,,,,,1730.0,,311.0,216.0,125.0,,,,,,,,,3.61,6.48,55.5,0.0528,26.531794,2467.2427
7ac6fad2-61fb-42a2-9993-54c044ae8b38,Welded and zinc coated steel structures,'Metalle' / 'Stahl und Eisen' / 'Stahlprofile','EN 15804+A2' / 'ISO 14025',RER,SIA MITAU STEEL,EPD-Kiwa-EE-000367-EN,1000,kg,,7850.0,,,,,,1190.0,,136.0,627.0,125.0,,,,,,,,,3.61,7.09,56.1,0.469,39.39287,2142.848
21dcdb9a-eed8-4f86-b9af-bfc6e0acf3a2,Wet Felt Laminated Mineral Ceiling Tiles (GR),'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Zentia Limited,EPD-ZEN-20220059-IBC1-EN,1,qm,4.66,4.66,0.0155,,,,,,5.03795486164832,,,,,,,,,,,,0.0,0.0140539853336111,0.0,0.642405963088001,0.01147369145306476,5.6783522125707115
fd976475-130b-45fa-91a1-cc3d03fd916a,Wet Felt Laminated Mineral Ceiling Tiles (PT),'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten','DIN EN 15804+A2' / 'ISO 14025',FR,Knauf Ceiling Solutions GmbH & Co. KG,EPD-ZEN-20220061-IBC1-EN,1,qm,3.08,3.08,0.0155,,,,,,4.17695580754144,,,,,,,,,,,,0.0,0.0091750547089955,0.0,0.516684207769718,-0.035103573002250144,4.7325698823031574
72a70a60-acb3-4c24-b160-8bfe1f5bf02e,Wet Felt Mineral Ceiling Tiles (GR),'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Knauf Ceiling Solutions GmbH & Co. KG,EPD-ZEN-20220058-IBC1-EN,1,qm,3.61,3.61,0.0155,,,,,,4.34947504237657,,,,,,,,,,,,0.0,0.0108844746729488,0.0,0.595777255223467,0.018484173627955514,4.934233436600123
b2dab805-d989-4783-b7ce-18004e705b57,Wet Felt Mineral Ceiling Tiles (PT),'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten','DIN EN 15804+A2' / 'ISO 14025',FR,Knauf Ceiling Solutions GmbH & Co. KG,EPD-ZEN-20220060-IBC1-EN,1,qm,3.67,3.67,0.0155,,,,,,3.35095725143101,,,,,,,,,,,,0.0,0.0109386980807407,0.0,0.753526614476181,0.04316671024990126,4.06952131623078
00eba4e3-6243-49a7-8b98-8af497241495,Wetguard 200 SA,'Kunststoffe' / 'Folien und Vliese' / 'Dampfbremse / Dampfsperre','DIN EN 15804+A2' / 'ISO 14025',RER,SIGA Cover AG,EPD-SIG-20220186-CBA1-EN,1,qm,0.26,,0.001,,,,,,1.11166,,,0.00216,0.247,,,,,,,,0.0,0.00158,0.651,0.0,0.017812640000000005,1.99434
12bc74ba-14b6-4382-8610-b706ce6898e7,Wienerberger-02-Protected bricks and ceiling tiles,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Ziegel','EN 15804+A2 (EF 3.0)' / 'ISO 14025',AT,Bau EPD GmbH,BAU-EPD-WienerbergerÖ-2024-01-Ecoinvent-Ziegelprodukte,1000,kg,,1600.0,,,,,,,192.947159101359,,,11.6390081952276,15.3758113591397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20406539437564,1.03000072524138,0.0,-13.6545478203592,0.9819671975398646,196.76355343796587
